cluster_id,cluster_name,size,ai_summary,analytical_context,full_narrative,keywords
44,Financial Commodity Shares,36,"The narrative across 36 articles reveals: financial and commodity shares dropped the most for the week among 10 industry groups in the S&P 500 . bank of America (BAC) and alcoa (AA) declined more than 4.6 percent . FedEx (FDX) and Norfolk Southern Corp. (NSC) slumped at least 6.4 percent amid disappointing forecasts . apple (AAPL) climbed 1.3 percent amid its iPhone 5 debut . the S&P 500 advanced 0.7 percent to a record 1,692.09 over the five days, extending its rally for the year to 19 percent . the Dow Jones Industrial Average increased 79.44 points, or 0.5 percent, to 15,543.74 . 5.4 billion shares traded hands on u.s. exchanges today, 14 percent below the three-month average . the s&p 500 added 0.3 percent to 1,556.22 at 4 p.m. in new york, the highest level since October 2007 . apple jumped 1.4 percent, erasing earlier losses . the benchmark index for U.S. stocks will climb 14 percent from yesterday to end 2011 at 1,300 . the last time they were this bullish in October was 2008, when they predicted a 27 percent gain and the index lost 18 percent . equities will rebound from a decline of 19 percent since April as policy makers prevent a default by Greece . the benchmark index climbed within 3 points of 1,700 for three straight days before retreating . the average strategist projection for the end of 2011 was 1,379 . caterpillar fell 4.2 percent after quarterly profit missed estimates and it cut its annual earnings forecast . a gauge of manufacturing in the mid-atlantic region unexpectedly fell . orders for durable goods rose more than forecast in June . consumer confidence unexpectedly increased in July to the highest level in six years . the stock gauge is heading for a 5.3 percent advance this month .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Oct, Stocks Fall, Surprises, Companies, Stocks Rise. This represents a major ongoing story with sustained media attention.","The narrative across 36 articles reveals: financial and commodity shares dropped the most for the week among 10 industry groups in the S&P 500 . bank of America (BAC) and alcoa (AA) declined more than 4.6 percent . FedEx (FDX) and Norfolk Southern Corp. (NSC) slumped at least 6.4 percent amid disappointing forecasts . apple (AAPL) climbed 1.3 percent amid its iPhone 5 debut . the S&P 500 advanced 0.7 percent to a record 1,692.09 over the five days, extending its rally for the year to 19 percent . the Dow Jones Industrial Average increased 79.44 points, or 0.5 percent, to 15,543.74 . 5.4 billion shares traded hands on u.s. exchanges today, 14 percent below the three-month average . the s&p 500 added 0.3 percent to 1,556.22 at 4 p.m. in new york, the highest level since October 2007 . apple jumped 1.4 percent, erasing earlier losses . the benchmark index for U.S. stocks will climb 14 percent from yesterday to end 2011 at 1,300 . the last time they were this bullish in October was 2008, when they predicted a 27 percent gain and the index lost 18 percent . equities will rebound from a decline of 19 percent since April as policy makers prevent a default by Greece . the benchmark index climbed within 3 points of 1,700 for three straight days before retreating . the average strategist projection for the end of 2011 was 1,379 . caterpillar fell 4.2 percent after quarterly profit missed estimates and it cut its annual earnings forecast . a gauge of manufacturing in the mid-atlantic region unexpectedly fell . orders for durable goods rose more than forecast in June . consumer confidence unexpectedly increased in July to the highest level in six years . the stock gauge is heading for a 5.3 percent advance this month .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Oct, Stocks Fall, Surprises, Companies, Stocks Rise. This represents a major ongoing story with sustained media attention.","Oct, Stocks Fall, Surprises, Companies, Stocks Rise"
45,Apple Aims Maintain,118,"The narrative across 118 articles reveals: apple aims to maintain its expansion in markets such as china . the company also stands to gain from updated versions of those best-sellers and the new iCloud service . chief executive officer will lean on a cadre of fellow veteran executives who have long worked together under Jobs . 'some of its Korean rivals had a hard time keeping up with Apple,' said an analyst . 'Steve Jobs has set up the company for the next few years to have some more blockbuster products', said Giri Cherukuri, an investor with Oakbrook Investments . apple filed its first pro-active patent-infringement suit against an Android handset maker, seeking an order to ban some phones made by Taoyuan, Taiwan-based HTC from the U.S. since then, apple has sued to stop sales of Samsung’s Galaxy phone and tablets, claiming the products “slavishly” copy the iPhone and iPad . while at Intel, Sewell was in charge of defending against antitrust cases that accused the Santa Clara, California-based company of giving computer makers discounts in exchange for promises to digital life cue was a manager in apple's customer support unit in 1997 when Jobs returned to the company after an ouster more than a decade earlier . he later helped develop the initial iTunes store as well as the processes that would make purchasing songs or downloading apps simple and secure . Steve Jobs’s passing is a great loss for the industry . his passion and enthusiasm made a lasting impression on me when we met . to contact the editor responsible for this story: Young-Sam Cho at ycho2@bloomberg.net .","Coverage Analysis: This story received sporadic coverage over 1278 days, characterized by mixed coverage and detailed reporting. Key themes identified: Death, Apple, Steve Jobs, China, Jobs. This represents a major ongoing story with sustained media attention.","The narrative across 118 articles reveals: apple aims to maintain its expansion in markets such as china . the company also stands to gain from updated versions of those best-sellers and the new iCloud service . chief executive officer will lean on a cadre of fellow veteran executives who have long worked together under Jobs . 'some of its Korean rivals had a hard time keeping up with Apple,' said an analyst . 'Steve Jobs has set up the company for the next few years to have some more blockbuster products', said Giri Cherukuri, an investor with Oakbrook Investments . apple filed its first pro-active patent-infringement suit against an Android handset maker, seeking an order to ban some phones made by Taoyuan, Taiwan-based HTC from the U.S. since then, apple has sued to stop sales of Samsung’s Galaxy phone and tablets, claiming the products “slavishly” copy the iPhone and iPad . while at Intel, Sewell was in charge of defending against antitrust cases that accused the Santa Clara, California-based company of giving computer makers discounts in exchange for promises to digital life cue was a manager in apple's customer support unit in 1997 when Jobs returned to the company after an ouster more than a decade earlier . he later helped develop the initial iTunes store as well as the processes that would make purchasing songs or downloading apps simple and secure . Steve Jobs’s passing is a great loss for the industry . his passion and enthusiasm made a lasting impression on me when we met . to contact the editor responsible for this story: Young-Sam Cho at ycho2@bloomberg.net .

Coverage Analysis: This story received sporadic coverage over 1278 days, characterized by mixed coverage and detailed reporting. Key themes identified: Death, Apple, Steve Jobs, China, Jobs. This represents a major ongoing story with sustained media attention.","Death, Apple, Steve Jobs, China, Jobs"
46,Telefonica & Mexico,61,"The narrative across 61 articles reveals: Telefonica has struggled to compete in Mexico against Carlos Slim . it is seeking to boost sales in Latin America's second-largest economy . the company is venturing outside the nation's three largest metropolitan areas, Mexico City, Guadalajara and Monterrey . a regulatory reduction in fees pushed Mexican sales down 4 percent . the 58-year-old may invest more than 2 billion euros ($2.5 billion) in the country's biggest phone company . the shares rose 4.2 percent yesterday, boosting the company's market value to 13.4 billion euros . Telenor ASA (TEL) plans to find savings of 5 billion kroner ($876 million) over four years as stiffer competition weighs on earnings . reduction in costs from 2011 level will be made by 2015, company says . extending this approach may reduce costs and capital expenditure by as much as 35 percent . the company plans to pay 50 percent to 80 percent of normalized net income as dividends . Telenor’s Uninor venture in India had 22 telecommunications licenses canceled this year by the country’s Supreme Court . the terms of a new license process have yet to be confirmed . the fixed-line network is worth 13 billion euros to 15 billion euros . MTS plans to fight the purchase of Tele2 AB (TEL2B)'s local unit by a state-run lender . it may invite competitor MFON to divvy up the assets if its counterbid prevails . Tele2 says it expects the deal to be completed ""shortly"" the transaction is legally binding, with all necessary corporate approvals obtained . the Moscow-based lender applied through a unit for antitrust approval for the deal .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Billion, Mobile, Bid, Canal Plus Are Close, Agreement. This represents a major ongoing story with sustained media attention.","The narrative across 61 articles reveals: Telefonica has struggled to compete in Mexico against Carlos Slim . it is seeking to boost sales in Latin America's second-largest economy . the company is venturing outside the nation's three largest metropolitan areas, Mexico City, Guadalajara and Monterrey . a regulatory reduction in fees pushed Mexican sales down 4 percent . the 58-year-old may invest more than 2 billion euros ($2.5 billion) in the country's biggest phone company . the shares rose 4.2 percent yesterday, boosting the company's market value to 13.4 billion euros . Telenor ASA (TEL) plans to find savings of 5 billion kroner ($876 million) over four years as stiffer competition weighs on earnings . reduction in costs from 2011 level will be made by 2015, company says . extending this approach may reduce costs and capital expenditure by as much as 35 percent . the company plans to pay 50 percent to 80 percent of normalized net income as dividends . Telenor’s Uninor venture in India had 22 telecommunications licenses canceled this year by the country’s Supreme Court . the terms of a new license process have yet to be confirmed . the fixed-line network is worth 13 billion euros to 15 billion euros . MTS plans to fight the purchase of Tele2 AB (TEL2B)'s local unit by a state-run lender . it may invite competitor MFON to divvy up the assets if its counterbid prevails . Tele2 says it expects the deal to be completed ""shortly"" the transaction is legally binding, with all necessary corporate approvals obtained . the Moscow-based lender applied through a unit for antitrust approval for the deal .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Billion, Mobile, Bid, Canal Plus Are Close, Agreement. This represents a major ongoing story with sustained media attention.","Billion, Mobile, Bid, Canal Plus Are Close, Agreement"
47,"Verizon & Christmas,",44,"The narrative across 44 articles reveals: redbox instant by Verizon will offer subscription streaming, movie sales and rentals by Christmas, along with DVDs from Coinstar’s almost 40,000 kiosks . the venture, 65 percent owned by Verizon, will battle Netflix and amazon.com Inc. (AMZN) for the growing number of consumers who watch movies and television shows online and on devices like Apple Inc.’s iPhone . Viacom shares will gain at least 36 percent by 2017 as demand for television content rises and the cable industry consolidates, according to Mario Gabelli, chairman and chief executive officer of Gamco Investors Inc. Gamco is also bullish on Time Warner Cable Inc. and Twenty-First Century Fox Inc. net income from continuing operations advanced 12 percent to $643 million, or $1.24 a share . sales missed projections because of sluggish revenue from advertising and its film studio . Viacom relies on its cable-television business for more than 90 percent of operating income . the price doesn't include Hulu's $330 million in debt and would increase with additional content rights and longer contract terms . the company is searching for a chief executive officer following the departure last month of Jason Kilar . CBS is asking for prices 600 percent higher than other affiliates receive for the same programming . the dispute arises from relatively new fees that broadcast networks like CBS charge pay-TV providers to rebroadcast signals that are free over the airwaves . CBS chief executive officer Leslie Moonves is using the network’s No. 1 status to demand increases . CBS fell 1.9 percent to $52.50 at the close in new york . time Warner cable added 2.2 percent to $116.47 . it has climbed 20 percent in 2013 . the networks are seeking sizable increases .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Close, Reaches Agreement With Time Warner, Network, March, New York. This represents a major ongoing story with sustained media attention.","The narrative across 44 articles reveals: redbox instant by Verizon will offer subscription streaming, movie sales and rentals by Christmas, along with DVDs from Coinstar’s almost 40,000 kiosks . the venture, 65 percent owned by Verizon, will battle Netflix and amazon.com Inc. (AMZN) for the growing number of consumers who watch movies and television shows online and on devices like Apple Inc.’s iPhone . Viacom shares will gain at least 36 percent by 2017 as demand for television content rises and the cable industry consolidates, according to Mario Gabelli, chairman and chief executive officer of Gamco Investors Inc. Gamco is also bullish on Time Warner Cable Inc. and Twenty-First Century Fox Inc. net income from continuing operations advanced 12 percent to $643 million, or $1.24 a share . sales missed projections because of sluggish revenue from advertising and its film studio . Viacom relies on its cable-television business for more than 90 percent of operating income . the price doesn't include Hulu's $330 million in debt and would increase with additional content rights and longer contract terms . the company is searching for a chief executive officer following the departure last month of Jason Kilar . CBS is asking for prices 600 percent higher than other affiliates receive for the same programming . the dispute arises from relatively new fees that broadcast networks like CBS charge pay-TV providers to rebroadcast signals that are free over the airwaves . CBS chief executive officer Leslie Moonves is using the network’s No. 1 status to demand increases . CBS fell 1.9 percent to $52.50 at the close in new york . time Warner cable added 2.2 percent to $116.47 . it has climbed 20 percent in 2013 . the networks are seeking sizable increases .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Close, Reaches Agreement With Time Warner, Network, March, New York. This represents a major ongoing story with sustained media attention.","Close, Reaches Agreement With Time Warner, Network, March, New York"
48,Boehner Said Increases,154,"The narrative across 154 articles reveals: boehner said tax increases could endanger about 700,000 jobs . he said he and fellow Republicans will oppose any tax increases as part of negotiations to reduce the budget deficit if president Barack Obama wins re-election on . president argued that the package of tax cuts and spending is needed to ""guard against another downturn"" he also said that he is ""comfortable"" with a proposal by Senate Majority Leader Harry Reid to impose a surtax of 5.6 percent on people","Coverage Analysis: This story received sporadic coverage over 666 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Obama, Million, Vote, End, Fiscal Cliff. This represents a major ongoing story with sustained media attention.","The narrative across 154 articles reveals: boehner said tax increases could endanger about 700,000 jobs . he said he and fellow Republicans will oppose any tax increases as part of negotiations to reduce the budget deficit if president Barack Obama wins re-election on . president argued that the package of tax cuts and spending is needed to ""guard against another downturn"" he also said that he is ""comfortable"" with a proposal by Senate Majority Leader Harry Reid to impose a surtax of 5.6 percent on people

Coverage Analysis: This story received sporadic coverage over 666 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Obama, Million, Vote, End, Fiscal Cliff. This represents a major ongoing story with sustained media attention.","Obama, Million, Vote, End, Fiscal Cliff"
49,Shares Fallen Percent,78,"The narrative across 78 articles reveals: the shares have fallen 3.2 percent since vikram pandit’s departure and plunged 89 percent during his five years as CEO . the board ousted him after concluding his handling of operations caused setbacks with regulators and cost credibility with investors . wells fargo adds Stephen Shapiro as a managing director from BMO Capital Markets . in the u.k., RBC capital markets hired darrell Uden as head of european equity capital markets from UBS AG . macro firms on average have posted losses amid markets resemble an 'investment desert' pivot profited from its bearish view on China by betting on rate cuts in Latin America . landmark is said to seek $2.5 billion for a new pool to buy existing stakes . a number of secondary firms have raised or targeted funds of $1 billion or more this year to scoop up private-equity assets from sellers including banks and pension plans . GS Vintage Fund VI LP, the latest secondary fund from Goldman Sachs Group Inc. (GS) is targeting $4.5 billion . there are presently 31 secondaries funds in the market seeking a total of $24 billion, according to preqin . the changes are effective April 2 . Thomas previously worked at Morgan Stanley for more than 20 years, including heading its real estate division . the company has been slow to capitalize on rising values in new york and san francisco as those markets started to recover from 2008 financial crisis .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by diverse journalistic perspectives and concise coverage. Key themes identified: Billion, Million, Said, Business, Dixon. This represents a major ongoing story with sustained media attention.","The narrative across 78 articles reveals: the shares have fallen 3.2 percent since vikram pandit’s departure and plunged 89 percent during his five years as CEO . the board ousted him after concluding his handling of operations caused setbacks with regulators and cost credibility with investors . wells fargo adds Stephen Shapiro as a managing director from BMO Capital Markets . in the u.k., RBC capital markets hired darrell Uden as head of european equity capital markets from UBS AG . macro firms on average have posted losses amid markets resemble an 'investment desert' pivot profited from its bearish view on China by betting on rate cuts in Latin America . landmark is said to seek $2.5 billion for a new pool to buy existing stakes . a number of secondary firms have raised or targeted funds of $1 billion or more this year to scoop up private-equity assets from sellers including banks and pension plans . GS Vintage Fund VI LP, the latest secondary fund from Goldman Sachs Group Inc. (GS) is targeting $4.5 billion . there are presently 31 secondaries funds in the market seeking a total of $24 billion, according to preqin . the changes are effective April 2 . Thomas previously worked at Morgan Stanley for more than 20 years, including heading its real estate division . the company has been slow to capitalize on rising values in new york and san francisco as those markets started to recover from 2008 financial crisis .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by diverse journalistic perspectives and concise coverage. Key themes identified: Billion, Million, Said, Business, Dixon. This represents a major ongoing story with sustained media attention.","Billion, Million, Said, Business, Dixon"
50,Sachs,31,"The narrative across 31 articles reveals: a lehman unit sued a unit of goldman Sachs over a failed $1.25 billion real estate deal . Rosslyn LB Syndication Partner LLC accused USREO/Rosslyn Investors LLC of terminating a transaction related to an office building portfolio in Arlington, Virginia . the goldman unit’s “obligations (which it failed to perform) are absolute,” according to the filing . the u.s. Securities and Exchange Commission asked for permission to intervene in lehman's appeal of a $5.5 billion award to barclays plc . the case stemmed from the purchase of the Lehman parent's North American businesses in 2008 . both sides challenged the trial judge's order on the disputed assets, as well as the district judge’s order mostly favored Barclays . the brokerage, which transferred most of its retail accounts to Barclays four years ago, hasn't yet paid hedge funds and other big investors . the appeal is In re Lehman Brothers Holdings Inc., 12-2328, U.S. Court of Appeals for the Second Circuit (manhattan) MF Global trustee sued Breakwater Trading for allegedly breaching a credit agreement . the SEC sued the Bents, their investment advisory firm Reserve Management Co. and Resrv Partners Inc. in 2009, alleging they had defrauded customers by falsely claiming they would support the fund financially . the fund held $785 million in lehman debt on the day Lehman filed the biggest bankruptcy in history . the federal court is considering 16 suits by the agency against banks over the sale of mortgage-backed securities purchased by Fannie Mae and Freddie Mac from 2005 to 2007 . a trial in the cases against Deutsche Bank and Goldman Sachs is set to begin in September 2014 . the fraud claims dismissed by the judge in each case relate to loan-to-value ratios and owner-occupancy reporting .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and detailed reporting. Key themes identified: Million, Failed, Sold, Seeks, Baum. This represents a major ongoing story with sustained media attention.","The narrative across 31 articles reveals: a lehman unit sued a unit of goldman Sachs over a failed $1.25 billion real estate deal . Rosslyn LB Syndication Partner LLC accused USREO/Rosslyn Investors LLC of terminating a transaction related to an office building portfolio in Arlington, Virginia . the goldman unit’s “obligations (which it failed to perform) are absolute,” according to the filing . the u.s. Securities and Exchange Commission asked for permission to intervene in lehman's appeal of a $5.5 billion award to barclays plc . the case stemmed from the purchase of the Lehman parent's North American businesses in 2008 . both sides challenged the trial judge's order on the disputed assets, as well as the district judge’s order mostly favored Barclays . the brokerage, which transferred most of its retail accounts to Barclays four years ago, hasn't yet paid hedge funds and other big investors . the appeal is In re Lehman Brothers Holdings Inc., 12-2328, U.S. Court of Appeals for the Second Circuit (manhattan) MF Global trustee sued Breakwater Trading for allegedly breaching a credit agreement . the SEC sued the Bents, their investment advisory firm Reserve Management Co. and Resrv Partners Inc. in 2009, alleging they had defrauded customers by falsely claiming they would support the fund financially . the fund held $785 million in lehman debt on the day Lehman filed the biggest bankruptcy in history . the federal court is considering 16 suits by the agency against banks over the sale of mortgage-backed securities purchased by Fannie Mae and Freddie Mac from 2005 to 2007 . a trial in the cases against Deutsche Bank and Goldman Sachs is set to begin in September 2014 . the fraud claims dismissed by the judge in each case relate to loan-to-value ratios and owner-occupancy reporting .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and detailed reporting. Key themes identified: Million, Failed, Sold, Seeks, Baum. This represents a major ongoing story with sustained media attention.","Million, Failed, Sold, Seeks, Baum"
51,Todd & Anthony Chiasson,72,"The narrative across 72 articles reveals: former diamondback capital management LLC fund manager Todd newman is on trial in federal court with level global investors LP co-founder Anthony Chiasson . the men pleaded not guilty to securities fraud and conspiracy . Tortora said he obtained nonpublic information from company insiders and passed it to newman and his friends . government also referred to a hedge fund in Boston , which they thought was Loch Capital Management LLC . 'the scheme, which involved more than 20 companies and went back as far","Coverage Analysis: This story received sporadic coverage over 661 days, characterized by mixed coverage and in-depth analysis. Key themes identified: Says, Says Ex, Cohen, Months, Bird. This represents a major ongoing story with sustained media attention.","The narrative across 72 articles reveals: former diamondback capital management LLC fund manager Todd newman is on trial in federal court with level global investors LP co-founder Anthony Chiasson . the men pleaded not guilty to securities fraud and conspiracy . Tortora said he obtained nonpublic information from company insiders and passed it to newman and his friends . government also referred to a hedge fund in Boston , which they thought was Loch Capital Management LLC . 'the scheme, which involved more than 20 companies and went back as far

Coverage Analysis: This story received sporadic coverage over 661 days, characterized by mixed coverage and in-depth analysis. Key themes identified: Says, Says Ex, Cohen, Months, Bird. This represents a major ongoing story with sustained media attention.","Says, Says Ex, Cohen, Months, Bird"
52,Bank Will Sell,33,"The narrative across 33 articles reveals: bank will sell a minimum of 102 million shares in the wealth-management unit . it will realize a gain of between 350 million pounds ($522 million) and 400 million pounds . the sale will boost Lloyds’s core Tier 1 capital ratio by 20 basis points . royal bank of Scotland group plc to cut 300 more jobs at its investment-banking unit, bringing the total to 3,800 . barclays plc (BARC) may post a 19 percent gain in second-quarter profit as chief executive officer Antony Jenkins fends off capital demands . regulators have pressed the bank to boost its capital ratio to 3 percent . the bank holds the least capital as a proportion of its assets of the four biggest banks . barclays may still have to reduce the size of its balance sheet by 7.5 percent, or 107 billion pounds, to hit the target . barclays holds the least capital as a proportion of its assets of the four biggest banks . regulators have been pressed to boost that ratio to 3 percent . bank is in talks with regulators to delay the move until the end of 2014 . a panel of 11 banks including barclays and goldman Sachs are eligible to be selected as bookrunners in future stock offerings . Chancellor of the Exchequer said last month the U.k. government is “actively considering” selling shares in Lloyds .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and concise coverage. Key themes identified: Jobs, Pay, Says, Said, Oman International. This represents a major ongoing story with sustained media attention.","The narrative across 33 articles reveals: bank will sell a minimum of 102 million shares in the wealth-management unit . it will realize a gain of between 350 million pounds ($522 million) and 400 million pounds . the sale will boost Lloyds’s core Tier 1 capital ratio by 20 basis points . royal bank of Scotland group plc to cut 300 more jobs at its investment-banking unit, bringing the total to 3,800 . barclays plc (BARC) may post a 19 percent gain in second-quarter profit as chief executive officer Antony Jenkins fends off capital demands . regulators have pressed the bank to boost its capital ratio to 3 percent . the bank holds the least capital as a proportion of its assets of the four biggest banks . barclays may still have to reduce the size of its balance sheet by 7.5 percent, or 107 billion pounds, to hit the target . barclays holds the least capital as a proportion of its assets of the four biggest banks . regulators have been pressed to boost that ratio to 3 percent . bank is in talks with regulators to delay the move until the end of 2014 . a panel of 11 banks including barclays and goldman Sachs are eligible to be selected as bookrunners in future stock offerings . Chancellor of the Exchequer said last month the U.k. government is “actively considering” selling shares in Lloyds .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and concise coverage. Key themes identified: Jobs, Pay, Says, Said, Oman International. This represents a major ongoing story with sustained media attention.","Jobs, Pay, Says, Said, Oman International"
53,Benchmark 1.75 Percent,101,"The narrative across 101 articles reveals: a benchmark 1.75 percent security maturing in may 2023 rose 3/32, or 94 cents per $1,000 face amount, to 93 . the price of the benchmark security was at 2:37 p.m. in new york . u.s. home prices rose at the fastest in seven years in may . unemployment rate fell to 7.5 percent in July from 7.6 percent in June . payrolls climbed by 185,000, according to economists before the labor department releases the figures on august 2 .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: Billion, Open, Day, Says, Treasuries. This represents a major ongoing story with sustained media attention.","The narrative across 101 articles reveals: a benchmark 1.75 percent security maturing in may 2023 rose 3/32, or 94 cents per $1,000 face amount, to 93 . the price of the benchmark security was at 2:37 p.m. in new york . u.s. home prices rose at the fastest in seven years in may . unemployment rate fell to 7.5 percent in July from 7.6 percent in June . payrolls climbed by 185,000, according to economists before the labor department releases the figures on august 2 .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: Billion, Open, Day, Says, Treasuries. This represents a major ongoing story with sustained media attention.","Billion, Open, Day, Says, Treasuries"
54,'People Using Financial,56,"The narrative across 56 articles reveals: 'people have been using financial regulation as an excuse to charge consumers more,' he said at a white house news conference . he urged the Senate to confirm his nominee to lead the consumer financial protection bureau . the fees have drawn criticism from Obama and some democratic lawmakers, who are fighting Republican attempts to scale back Dodd-Frank . but the 12 largest financial institutions hold almost 70 percent of the assets in the nation's banking system . they profit from an implicit guarantee that the government would bail them out .","Coverage Analysis: This story received sporadic coverage over 1279 days, characterized by mixed coverage and detailed reporting. Key themes identified: Banks, Big, Million, Dodd, Frank. This represents a major ongoing story with sustained media attention.","The narrative across 56 articles reveals: 'people have been using financial regulation as an excuse to charge consumers more,' he said at a white house news conference . he urged the Senate to confirm his nominee to lead the consumer financial protection bureau . the fees have drawn criticism from Obama and some democratic lawmakers, who are fighting Republican attempts to scale back Dodd-Frank . but the 12 largest financial institutions hold almost 70 percent of the assets in the nation's banking system . they profit from an implicit guarantee that the government would bail them out .

Coverage Analysis: This story received sporadic coverage over 1279 days, characterized by mixed coverage and detailed reporting. Key themes identified: Banks, Big, Million, Dodd, Frank. This represents a major ongoing story with sustained media attention.","Banks, Big, Million, Dodd, Frank"
